system,sessions,trial,outcome,p_val
Baseline,1,7,0.4594594594594595,2.097965725856119e-07
Tf,1,7,0.39473684210526316,7.800581131348412e-08
Dl,1,7,0.3783783783783784,5.4583747874610755e-08
Null,1,7,0.09375,6.009114937525999e-10
XSqrA_M,1,8,0.7555555555555555,0.00024607147206304897
BM25,1,8,0.5581395348837209,2.743034533895946e-06
Baseline,1,8,0.5128205128205128,6.906563164693726e-07
Tf,1,8,0.35,3.78980733776747e-08
Dl,1,8,0.38461538461538464,6.956065021654159e-08
Null,1,8,0.058823529411764705,3.175900697340418e-10
XSqrA_M,1,9,0.7333333333333333,0.00015228438809614412
BM25,1,9,0.5813953488372093,4.422710914565096e-06
Baseline,1,9,0.48717948717948717,4.383465216783932e-07
Tf,1,9,0.3170731707317073,1.9919816261963716e-08
Dl,1,9,0.3076923076923077,1.715910889813492e-08
Null,1,9,0.11764705882352941,7.883432372176581e-10
XSqrA_M,1,10,0.6888888888888889,5.7897424167289046e-05
BM25,1,10,0.6046511627906976,7.1178865539227356e-06
Baseline,1,10,0.6153846153846154,4.13474837485832e-06
Tf,1,10,0.36585365853658536,5.1831213598398384e-08
Dl,1,10,0.3333333333333333,2.7402852634174315e-08
Null,1,10,0.058823529411764705,3.175900697340418e-10
XSqrA_M,2,1,0.5777777777777777,5.010331956390443e-06
BM25,2,1,0.5348837209302325,1.6984666430537982e-06
Baseline,2,1,0.48717948717948717,4.383465216783932e-07
Tf,2,1,0.3170731707317073,1.9919816261963716e-08
Dl,2,1,0.358974358974359,4.3695303406006174e-08
Null,2,1,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,2,2,0.6818181818181818,4.153330286677675e-05
BM25,2,2,0.6190476190476191,8.073767420438102e-06
Baseline,2,2,0.38461538461538464,6.956065021654159e-08
Tf,2,2,0.325,2.362051554549779e-08
Dl,2,2,0.38461538461538464,6.956065021654159e-08
Null,2,2,0.030303030303030304,2.2424582823985614e-10
XSqrA_M,2,3,0.7045454545454546,6.67934817774334e-05
BM25,2,3,0.5476190476190477,1.9789360052599056e-06
Baseline,2,3,0.5128205128205128,6.906563164693726e-07
Tf,2,3,0.4,9.71464657592879e-08
Dl,2,3,0.20512820512820512,2.6030573360602674e-09
Null,2,3,0.0,1.4250381342879675e-10
XSqrA_M,2,4,0.7045454545454546,6.67934817774334e-05
BM25,2,4,0.5714285714285714,3.169123168918922e-06
Baseline,2,4,0.4358974358974359,1.7533641151668463e-07
Tf,2,4,0.41025641025641024,1.1054246838102009e-07
Dl,2,4,0.38461538461538464,6.956065021654159e-08
Null,2,4,0.06060606060606061,3.523249359502973e-10
XSqrA_M,2,5,0.7272727272727273,0.00010711718505613725
BM25,2,5,0.6428571428571429,1.2837744618433384e-05
Baseline,2,5,0.48717948717948717,4.383465216783932e-07
Tf,2,5,0.425,1.551724365260154e-07
Dl,2,5,0.28205128205128205,1.0729392938584883e-08
Null,2,5,0.030303030303030304,2.2424582823985614e-10
XSqrA_M,2,6,0.6136363636363636,9.852420397722191e-06
BM25,2,6,0.5,7.673195200617477e-07
Baseline,2,6,0.41025641025641024,1.1054246838102009e-07
Tf,2,6,0.4,9.71464657592879e-08
Dl,2,6,0.3333333333333333,2.7402852634174315e-08
Null,2,6,0.0,1.2718350764632539e-10
XSqrA_M,2,7,0.6136363636363636,9.852420397722191e-06
BM25,2,7,0.5476190476190477,1.9789360052599056e-06
Baseline,2,7,0.525,9.912976281904871e-07
Tf,2,7,0.325,2.362051554549779e-08
Dl,2,7,0.25,5.676644230612976e-09
Null,2,7,0.0,1.2718350764632539e-10
XSqrA_M,2,8,0.6136363636363636,9.852420397722191e-06
BM25,2,8,0.5476190476190477,1.9789360052599056e-06
Baseline,2,8,0.45,2.474297799499977e-07
Tf,2,8,0.35,3.78980733776747e-08
Dl,2,8,0.35,3.78980733776747e-08
Null,2,8,0.0,1.2718350764632539e-10
XSqrA_M,2,9,0.6888888888888889,5.7897424167289046e-05
BM25,2,9,0.5813953488372093,4.422710914565096e-06
Baseline,2,9,0.65,9.507809537672393e-06
Tf,2,9,0.3902439024390244,8.345700333429495e-08
Dl,2,9,0.25,5.676644230612976e-09
Null,2,9,0.0,1.1183944549158517e-10
XSqrA_M,2,10,0.6666666666666666,3.55928164895585e-05
BM25,2,10,0.6046511627906976,7.1178865539227356e-06
Baseline,2,10,0.4634146341463415,3.4549367520738685e-07
Tf,2,10,0.40476190476190477,1.132731508896442e-07
Dl,2,10,0.3902439024390244,8.345700333429495e-08
Null,2,10,0.0,1.1183944549158517e-10
XSqrA_M,3,1,0.6888888888888889,5.7897424167289046e-05
BM25,3,1,0.5116279069767442,1.0501066837749777e-06
Baseline,3,1,0.5714285714285714,3.169123168918922e-06
Tf,3,1,0.3953488372093023,9.315752561718234e-08
Dl,3,1,0.19047619047619047,1.4400407563008076e-09
Null,3,1,0.027777777777777776,1.5459189857775756e-10
XSqrA_M,3,2,0.6666666666666666,3.55928164895585e-05
BM25,3,2,0.6046511627906976,7.1178865539227356e-06
Baseline,3,2,0.4883720930232558,6.483651078949148e-07
Tf,3,2,0.37209302325581395,5.721704484581912e-08
Dl,3,2,0.2558139534883721,4.946068983170217e-09
Null,3,2,0.027777777777777776,1.5459189857775756e-10
XSqrA_M,3,3,0.6818181818181818,4.153330286677675e-05
BM25,3,3,0.5714285714285714,3.169123168918922e-06
Baseline,3,3,0.4883720930232558,6.483651078949148e-07
Tf,3,3,0.3333333333333333,2.664243468527271e-08
Dl,3,3,0.16279069767441862,6.904198866092336e-10
Null,3,3,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,3,4,0.6888888888888889,5.7897424167289046e-05
BM25,3,4,0.5813953488372093,4.422710914565096e-06
Baseline,3,4,0.4523809523809524,2.9561498122002533e-07
Tf,3,4,0.3488372093023256,3.5113970533993786e-08
Dl,3,4,0.17073170731707318,1.1044620578073076e-09
Null,3,4,0.027777777777777776,1.5459189857775756e-10
XSqrA_M,3,5,0.7555555555555555,0.00024607147206304897
BM25,3,5,0.5813953488372093,4.422710914565096e-06
Baseline,3,5,0.46511627906976744,3.998229270244336e-07
Tf,3,5,0.37209302325581395,5.721704484581912e-08
Dl,3,5,0.21428571428571427,2.3461074282142595e-09
Null,3,5,0.027777777777777776,1.5459189857775756e-10
XSqrA_M,3,6,0.6666666666666666,3.55928164895585e-05
BM25,3,6,0.5813953488372093,4.422710914565096e-06
Baseline,3,6,0.46511627906976744,3.998229270244336e-07
Tf,3,6,0.37209302325581395,5.721704484581912e-08
Dl,3,6,0.23255813953488372,3.0255162382232635e-09
Null,3,6,0.0,1.1183944549158517e-10
XSqrA_M,3,7,0.6590909090909091,2.576336786335892e-05
BM25,3,7,0.5714285714285714,3.169123168918922e-06
Baseline,3,7,0.5581395348837209,2.743034533895946e-06
Tf,3,7,0.35714285714285715,4.320463057827488e-08
Dl,3,7,0.30952380952380953,1.641422244527307e-08
Null,3,7,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,3,8,0.6,8.19471400349728e-06
BM25,3,8,0.6046511627906976,7.1178865539227356e-06
Baseline,3,8,0.5348837209302325,1.6984666430537982e-06
Tf,3,8,0.32558139534883723,2.153316644446446e-08
Dl,3,8,0.27906976744186046,8.081228079058582e-09
Null,3,8,0.027777777777777776,1.5459189857775756e-10
XSqrA_M,3,9,0.6444444444444445,2.184497549460952e-05
BM25,3,9,0.5116279069767442,1.0501066837749777e-06
Baseline,3,9,0.5348837209302325,1.6984666430537982e-06
Tf,3,9,0.46511627906976744,3.998229270244336e-07
Dl,3,9,0.3333333333333333,2.664243468527271e-08
Null,3,9,0.027777777777777776,1.5459189857775756e-10
XSqrA_M,3,10,0.6222222222222222,1.3388035135743544e-05
BM25,3,10,0.5348837209302325,1.6984666430537982e-06
Baseline,3,10,0.5,7.673195200617477e-07
Tf,3,10,0.27906976744186046,8.081228079058582e-09
Dl,3,10,0.2682926829268293,7.62300515493039e-09
Null,3,10,0.0,9.684905105155175e-11
XSqrA_M,4,1,0.6,8.19471400349728e-06
BM25,4,1,0.4883720930232558,6.483651078949148e-07
Baseline,4,1,0.3953488372093023,9.315752561718234e-08
Tf,4,1,0.37209302325581395,5.721704484581912e-08
Dl,4,1,0.23809523809523808,3.8197855255908885e-09
Null,4,1,0.0,9.684905105155175e-11
XSqrA_M,4,2,0.6888888888888889,5.7897424167289046e-05
BM25,4,2,0.5581395348837209,2.743034533895946e-06
Baseline,4,2,0.5116279069767442,1.0501066837749777e-06
Tf,4,2,0.3488372093023256,3.5113970533993786e-08
Dl,4,2,0.2619047619047619,6.214825745573015e-09
Null,4,2,0.0,1.1183944549158517e-10
XSqrA_M,4,3,0.6444444444444445,2.184497549460952e-05
BM25,4,3,0.5348837209302325,1.6984666430537982e-06
Baseline,4,3,0.5116279069767442,1.0501066837749777e-06
Tf,4,3,0.32558139534883723,2.153316644446446e-08
Dl,4,3,0.2857142857142857,1.0104085164769171e-08
Null,4,3,0.0,1.1183944549158517e-10
XSqrA_M,4,4,0.6444444444444445,2.184497549460952e-05
BM25,4,4,0.5813953488372093,4.422710914565096e-06
Baseline,4,4,0.5348837209302325,1.6984666430537982e-06
Tf,4,4,0.35714285714285715,4.320463057827488e-08
Dl,4,4,0.23809523809523808,3.8197855255908885e-09
Null,4,4,0.0,9.684905105155175e-11
XSqrA_M,4,5,0.6444444444444445,2.184497549460952e-05
BM25,4,5,0.5813953488372093,4.422710914565096e-06
Baseline,4,5,0.627906976744186,1.1432170551736569e-05
Tf,4,5,0.2558139534883721,4.946068983170217e-09
Dl,4,5,0.3023255813953488,1.3195722097136513e-08
Null,4,5,0.0,9.684905105155175e-11
XSqrA_M,4,6,0.6666666666666666,3.55928164895585e-05
BM25,4,6,0.6046511627906976,7.1178865539227356e-06
Baseline,4,6,0.37209302325581395,5.721704484581912e-08
Tf,4,6,0.37209302325581395,5.721704484581912e-08
Dl,4,6,0.30952380952380953,1.641422244527307e-08
Null,4,6,0.0,9.684905105155175e-11
XSqrA_M,4,7,0.6444444444444445,2.184497549460952e-05
BM25,4,7,0.5813953488372093,4.422710914565096e-06
Baseline,4,7,0.4883720930232558,6.483651078949148e-07
Tf,4,7,0.3953488372093023,9.315752561718234e-08
Dl,4,7,0.27906976744186046,8.081228079058582e-09
Null,4,7,0.0,9.684905105155175e-11
XSqrA_M,4,8,0.6444444444444445,2.184497549460952e-05
BM25,4,8,0.5581395348837209,2.743034533895946e-06
Baseline,4,8,0.40476190476190477,1.132731508896442e-07
Tf,4,8,0.3488372093023256,3.5113970533993786e-08
Dl,4,8,0.2857142857142857,1.0104085164769171e-08
Null,4,8,0.0,9.684905105155175e-11
XSqrA_M,4,9,0.6222222222222222,1.3388035135743544e-05
BM25,4,9,0.5581395348837209,2.743034533895946e-06
Baseline,4,9,0.3953488372093023,9.315752561718234e-08
Tf,4,9,0.32558139534883723,2.153316644446446e-08
Dl,4,9,0.2619047619047619,6.214825745573015e-09
Null,4,9,0.0,9.684905105155175e-11
XSqrA_M,4,10,0.6444444444444445,2.184497549460952e-05
BM25,4,10,0.5348837209302325,1.6984666430537982e-06
Baseline,4,10,0.4186046511627907,1.5154032269861834e-07
Tf,4,10,0.3488372093023256,3.5113970533993786e-08
Dl,4,10,0.2619047619047619,6.214825745573015e-09
Null,4,10,0.0,9.684905105155175e-11
XSqrA_M,5,1,0.6666666666666666,3.55928164895585e-05
BM25,5,1,0.5581395348837209,2.743034533895946e-06
Baseline,5,1,0.5348837209302325,1.6984666430537982e-06
Tf,5,1,0.37209302325581395,5.721704484581912e-08
Dl,5,1,0.23809523809523808,3.8197855255908885e-09
Null,5,1,0.0,9.684905105155175e-11
XSqrA_M,5,2,0.7333333333333333,0.00015228438809614412
BM25,5,2,0.6511627906976745,1.831961189679479e-05
Baseline,5,2,0.5581395348837209,2.743034533895946e-06
Tf,5,2,0.37209302325581395,5.721704484581912e-08
Dl,5,2,0.3333333333333333,2.664243468527271e-08
Null,5,2,0.0,9.684905105155175e-11
XSqrA_M,5,3,0.6444444444444445,2.184497549460952e-05
BM25,5,3,0.5348837209302325,1.6984666430537982e-06
Baseline,5,3,0.5348837209302325,1.6984666430537982e-06
Tf,5,3,0.4186046511627907,1.5154032269861834e-07
Dl,5,3,0.19047619047619047,1.4400407563008076e-09
Null,5,3,0.0,9.684905105155175e-11
XSqrA_M,5,4,0.6888888888888889,5.7897424167289046e-05
BM25,5,4,0.6046511627906976,7.1178865539227356e-06
Baseline,5,4,0.5238095238095238,1.2333477307067912e-06
Tf,5,4,0.4186046511627907,1.5154032269861834e-07
Dl,5,4,0.2682926829268293,7.62300515493039e-09
Null,5,4,0.027777777777777776,1.5459189857775756e-10
XSqrA_M,5,5,0.6666666666666666,3.55928164895585e-05
BM25,5,5,0.5116279069767442,1.0501066837749777e-06
Baseline,5,5,0.5813953488372093,4.422710914565096e-06
Tf,5,5,0.3488372093023256,3.5113970533993786e-08
Dl,5,5,0.19047619047619047,1.4400407563008076e-09
Null,5,5,0.0,9.684905105155175e-11
XSqrA_M,5,6,0.7333333333333333,0.00015228438809614412
BM25,5,6,0.5348837209302325,1.6984666430537982e-06
Baseline,5,6,0.3953488372093023,9.315752561718234e-08
Tf,5,6,0.3953488372093023,9.315752561718234e-08
Dl,5,6,0.2857142857142857,1.0104085164769171e-08
Null,5,6,0.0,9.684905105155175e-11
XSqrA_M,5,7,0.6888888888888889,5.7897424167289046e-05
BM25,5,7,0.627906976744186,1.1432170551736569e-05
Baseline,5,7,0.5116279069767442,1.0501066837749777e-06
Tf,5,7,0.4186046511627907,1.5154032269861834e-07
Dl,5,7,0.2857142857142857,1.0104085164769171e-08
Null,5,7,0.0,9.684905105155175e-11
XSqrA_M,5,8,0.6666666666666666,3.55928164895585e-05
BM25,5,8,0.5813953488372093,4.422710914565096e-06
Baseline,5,8,0.46511627906976744,3.998229270244336e-07
Tf,5,8,0.37209302325581395,5.721704484581912e-08
Dl,5,8,0.30952380952380953,1.641422244527307e-08
Null,5,8,0.0,9.684905105155175e-11
XSqrA_M,5,9,0.6888888888888889,5.7897424167289046e-05
BM25,5,9,0.6046511627906976,7.1178865539227356e-06
Baseline,5,9,0.46511627906976744,3.998229270244336e-07
Tf,5,9,0.3953488372093023,9.315752561718234e-08
Dl,5,9,0.2619047619047619,6.214825745573015e-09
Null,5,9,0.0,9.684905105155175e-11
XSqrA_M,5,10,0.7111111111111111,9.400134600921741e-05
BM25,5,10,0.6744186046511628,2.9281270357264303e-05
Baseline,5,10,0.5116279069767442,1.0501066837749777e-06
Tf,5,10,0.4883720930232558,6.483651078949148e-07
Dl,5,10,0.2857142857142857,1.0104085164769171e-08
Null,5,10,0.0,9.684905105155175e-11
XSqrA_M,6,1,0.7111111111111111,9.400134600921741e-05
BM25,6,1,0.6046511627906976,7.1178865539227356e-06
Baseline,6,1,0.6744186046511628,2.9281270357264303e-05
Tf,6,1,0.3488372093023256,3.5113970533993786e-08
Dl,6,1,0.23809523809523808,3.8197855255908885e-09
Null,6,1,0.0,9.684905105155175e-11
XSqrA_M,6,2,0.7111111111111111,9.400134600921741e-05
BM25,6,2,0.627906976744186,1.1432170551736569e-05
Baseline,6,2,0.5227272727272727,1.4139957017138486e-06
Tf,6,2,0.4090909090909091,1.2192121631606477e-07
Dl,6,2,0.18181818181818182,8.654315770986713e-10
Null,6,2,0.0,9.684905105155175e-11
XSqrA_M,6,3,0.6888888888888889,5.7897424167289046e-05
BM25,6,3,0.6046511627906976,7.1178865539227356e-06
Baseline,6,3,0.45454545454545453,3.2578337389889016e-07
Tf,6,3,0.38636363636363635,7.450682457680531e-08
Dl,6,3,0.27906976744186046,8.081228079058582e-09
Null,6,3,0.0,9.684905105155175e-11
XSqrA_M,6,4,0.6363636363636364,1.594711030217795e-05
BM25,6,4,0.5952380952380952,5.0643153486748686e-06
Baseline,6,4,0.4090909090909091,1.2192121631606477e-07
Tf,6,4,0.4090909090909091,1.2192121631606477e-07
Dl,6,4,0.2558139534883721,4.946068983170217e-09
Null,6,4,0.0,1.1183944549158517e-10
XSqrA_M,6,5,0.6818181818181818,4.153330286677675e-05
BM25,6,5,0.5476190476190477,1.9789360052599056e-06
Baseline,6,5,0.5116279069767442,1.0501066837749777e-06
Tf,6,5,0.45454545454545453,3.2578337389889016e-07
Dl,6,5,0.19047619047619047,1.4400407563008076e-09
Null,6,5,0.0,1.1183944549158517e-10
XSqrA_M,6,6,0.7555555555555555,0.00024607147206304897
BM25,6,6,0.5581395348837209,2.743034533895946e-06
Baseline,6,6,0.5227272727272727,1.4139957017138486e-06
Tf,6,6,0.4318181818181818,1.9937284826747368e-07
Dl,6,6,0.20930232558139536,1.8497442130432318e-09
Null,6,6,0.0,9.684905105155175e-11
XSqrA_M,6,7,0.6666666666666666,3.55928164895585e-05
BM25,6,7,0.5348837209302325,1.6984666430537982e-06
Baseline,6,7,0.6136363636363636,9.852420397722191e-06
Tf,6,7,0.4090909090909091,1.2192121631606477e-07
Dl,6,7,0.2558139534883721,4.946068983170217e-09
Null,6,7,0.0,9.684905105155175e-11
XSqrA_M,6,8,0.6666666666666666,3.55928164895585e-05
BM25,6,8,0.5116279069767442,1.0501066837749777e-06
Baseline,6,8,0.4772727272727273,5.319090023194321e-07
Tf,6,8,0.3409090909090909,2.7773798106167605e-08
Dl,6,8,0.16279069767441862,6.904198866092336e-10
Null,6,8,0.0,9.684905105155175e-11
XSqrA_M,6,9,0.6,8.19471400349728e-06
BM25,6,9,0.5116279069767442,1.0501066837749777e-06
Baseline,6,9,0.6136363636363636,9.852420397722191e-06
Tf,6,9,0.29545454545454547,1.0331200778347794e-08
Dl,6,9,0.3488372093023256,3.5113970533993786e-08
Null,6,9,0.0,9.684905105155175e-11
XSqrA_M,6,10,0.6666666666666666,3.55928164895585e-05
BM25,6,10,0.5581395348837209,2.743034533895946e-06
Baseline,6,10,0.6363636363636364,1.594711030217795e-05
Tf,6,10,0.4318181818181818,1.9937284826747368e-07
Dl,6,10,0.22727272727272727,2.336054168722471e-09
Null,6,10,0.0,9.684905105155175e-11
XSqrA_M,7,1,0.7111111111111111,9.400134600921741e-05
BM25,7,1,0.5813953488372093,4.422710914565096e-06
Baseline,7,1,0.4090909090909091,1.2192121631606477e-07
Tf,7,1,0.38636363636363635,7.450682457680531e-08
Dl,7,1,0.2558139534883721,4.946068983170217e-09
Null,7,1,0.0,9.684905105155175e-11
XSqrA_M,7,2,0.6666666666666666,3.55928164895585e-05
BM25,7,2,0.5813953488372093,4.422710914565096e-06
Baseline,7,2,0.5227272727272727,1.4139957017138486e-06
Tf,7,2,0.4318181818181818,1.9937284826747368e-07
Dl,7,2,0.2558139534883721,4.946068983170217e-09
Null,7,2,0.0,9.684905105155175e-11
XSqrA_M,7,3,0.7777777777777778,0.0003964142260765311
BM25,7,3,0.75,0.0001712301863958289
Baseline,7,3,0.4772727272727273,5.319090023194321e-07
Tf,7,3,0.45454545454545453,3.2578337389889016e-07
Dl,7,3,0.32558139534883723,2.153316644446446e-08
Null,7,3,0.027777777777777776,1.5459189857775756e-10
XSqrA_M,7,4,0.6888888888888889,5.7897424167289046e-05
BM25,7,4,0.5909090909090909,6.076830232977395e-06
Baseline,7,4,0.5,8.676743358700072e-07
Tf,7,4,0.36363636363636365,4.550307488298498e-08
Dl,7,4,0.29545454545454547,1.0331200778347794e-08
Null,7,4,0.0,9.684905105155175e-11
XSqrA_M,7,5,0.6888888888888889,5.7897424167289046e-05
BM25,7,5,0.5681818181818182,3.7425077188266804e-06
Baseline,7,5,0.32558139534883723,2.153316644446446e-08
Tf,7,5,0.36363636363636365,4.550307488298498e-08
Dl,7,5,0.2558139534883721,4.946068983170217e-09
Null,7,5,0.0,9.684905105155175e-11
XSqrA_M,7,6,0.6888888888888889,5.7897424167289046e-05
BM25,7,6,0.5909090909090909,6.076830232977395e-06
Baseline,7,6,0.4318181818181818,1.9937284826747368e-07
Tf,7,6,0.38636363636363635,7.450682457680531e-08
Dl,7,6,0.20930232558139536,1.8497442130432318e-09
Null,7,6,0.0,9.684905105155175e-11
XSqrA_M,7,7,0.6444444444444445,2.184497549460952e-05
BM25,7,7,0.5454545454545454,2.301796726181159e-06
Baseline,7,7,0.4772727272727273,5.319090023194321e-07
Tf,7,7,0.38636363636363635,7.450682457680531e-08
Dl,7,7,0.29545454545454547,1.0331200778347794e-08
Null,7,7,0.0,9.684905105155175e-11
XSqrA_M,7,8,0.6363636363636364,1.594711030217795e-05
BM25,7,8,0.5116279069767442,1.0501066837749777e-06
Baseline,7,8,0.5,8.676743358700072e-07
Tf,7,8,0.36363636363636365,4.550307488298498e-08
Dl,7,8,0.27906976744186046,8.081228079058582e-09
Null,7,8,0.0,1.1183944549158517e-10
XSqrA_M,7,9,0.7333333333333333,0.00015228438809614412
BM25,7,9,0.6136363636363636,9.852420397722191e-06
Baseline,7,9,0.5454545454545454,2.301796726181159e-06
Tf,7,9,0.38636363636363635,7.450682457680531e-08
Dl,7,9,0.16279069767441862,6.904198866092336e-10
Null,7,9,0.0,9.684905105155175e-11
XSqrA_M,7,10,0.7272727272727273,0.00010711718505613725
BM25,7,10,0.5581395348837209,2.743034533895946e-06
Baseline,7,10,0.4418604651162791,2.462768562464274e-07
Tf,7,10,0.4090909090909091,1.2192121631606477e-07
Dl,7,10,0.23255813953488372,3.0255162382232635e-09
Null,7,10,0.0,1.1183944549158517e-10
XSqrA_M,8,1,0.6,8.19471400349728e-06
BM25,8,1,0.5,8.676743358700072e-07
Baseline,8,1,0.5,8.676743358700072e-07
Tf,8,1,0.3181818181818182,1.6943353096030142e-08
Dl,8,1,0.27906976744186046,8.081228079058582e-09
Null,8,1,0.0,9.684905105155175e-11
XSqrA_M,8,2,0.6666666666666666,3.55928164895585e-05
BM25,8,2,0.5,8.676743358700072e-07
Baseline,8,2,0.7045454545454546,6.67934817774334e-05
Tf,8,2,0.4318181818181818,1.9937284826747368e-07
Dl,8,2,0.23255813953488372,3.0255162382232635e-09
Null,8,2,0.0,9.684905105155175e-11
XSqrA_M,8,3,0.5777777777777777,5.010331956390443e-06
BM25,8,3,0.5454545454545454,2.301796726181159e-06
Baseline,8,3,0.5,8.676743358700072e-07
Tf,8,3,0.38636363636363635,7.450682457680531e-08
Dl,8,3,0.23255813953488372,3.0255162382232635e-09
Null,8,3,0.0,9.684905105155175e-11
XSqrA_M,8,4,0.6222222222222222,1.3388035135743544e-05
BM25,8,4,0.5681818181818182,3.7425077188266804e-06
Baseline,8,4,0.4318181818181818,1.9937284826747368e-07
Tf,8,4,0.4090909090909091,1.2192121631606477e-07
Dl,8,4,0.2558139534883721,4.946068983170217e-09
Null,8,4,0.0,9.684905105155175e-11
XSqrA_M,8,5,0.6444444444444445,2.184497549460952e-05
BM25,8,5,0.5227272727272727,1.4139957017138486e-06
Baseline,8,5,0.6046511627906976,7.1178865539227356e-06
Tf,8,5,0.3181818181818182,1.6943353096030142e-08
Dl,8,5,0.2619047619047619,6.214825745573015e-09
Null,8,5,0.0,9.684905105155175e-11
XSqrA_M,8,6,0.6444444444444445,2.184497549460952e-05
BM25,8,6,0.5454545454545454,2.301796726181159e-06
Baseline,8,6,0.6136363636363636,9.852420397722191e-06
Tf,8,6,0.36363636363636365,4.550307488298498e-08
Dl,8,6,0.20930232558139536,1.8497442130432318e-09
Null,8,6,0.0,9.684905105155175e-11
XSqrA_M,8,7,0.6444444444444445,2.184497549460952e-05
BM25,8,7,0.6136363636363636,9.852420397722191e-06
Baseline,8,7,0.5348837209302325,1.6984666430537982e-06
Tf,8,7,0.3409090909090909,2.7773798106167605e-08
Dl,8,7,0.23809523809523808,3.8197855255908885e-09
Null,8,7,0.0,9.684905105155175e-11
XSqrA_M,8,8,0.7333333333333333,0.00015228438809614412
BM25,8,8,0.6363636363636364,1.594711030217795e-05
Baseline,8,8,0.5909090909090909,6.076830232977395e-06
Tf,8,8,0.3409090909090909,2.7773798106167605e-08
Dl,8,8,0.27906976744186046,8.081228079058582e-09
Null,8,8,0.0,9.684905105155175e-11
XSqrA_M,8,9,0.7555555555555555,0.00024607147206304897
BM25,8,9,0.6363636363636364,1.594711030217795e-05
Baseline,8,9,0.4090909090909091,1.2192121631606477e-07
Tf,8,9,0.3409090909090909,2.7773798106167605e-08
Dl,8,9,0.18604651162790697,1.1303467863434823e-09
Null,8,9,0.0,9.684905105155175e-11
XSqrA_M,8,10,0.6590909090909091,2.576336786335892e-05
BM25,8,10,0.6046511627906976,7.1178865539227356e-06
Baseline,8,10,0.45454545454545453,3.2578337389889016e-07
Tf,8,10,0.4090909090909091,1.2192121631606477e-07
Dl,8,10,0.18604651162790697,1.1303467863434823e-09
Null,8,10,0.0,1.1183944549158517e-10
XSqrA_M,9,1,0.6444444444444445,2.184497549460952e-05
BM25,9,1,0.6363636363636364,1.594711030217795e-05
Baseline,9,1,0.5,8.676743358700072e-07
Tf,9,1,0.4090909090909091,1.2192121631606477e-07
Dl,9,1,0.27906976744186046,8.081228079058582e-09
Null,9,1,0.0,9.684905105155175e-11
XSqrA_M,9,2,0.5555555555555556,3.060339760388062e-06
BM25,9,2,0.4772727272727273,5.319090023194321e-07
Baseline,9,2,0.5454545454545454,2.301796726181159e-06
Tf,9,2,0.3409090909090909,2.7773798106167605e-08
Dl,9,2,0.27906976744186046,8.081228079058582e-09
Null,9,2,0.0,9.684905105155175e-11
XSqrA_M,9,3,0.5555555555555556,3.060339760388062e-06
BM25,9,3,0.5227272727272727,1.4139957017138486e-06
Baseline,9,3,0.5,8.676743358700072e-07
Tf,9,3,0.3409090909090909,2.7773798106167605e-08
Dl,9,3,0.29545454545454547,1.0331200778347794e-08
Null,9,3,0.0,9.684905105155175e-11
