weight,sessions,trial,outcome
0.85,2,4,0.38461538461538464
0.9,2,4,0.3333333333333333
0.95,2,4,0.3076923076923077
1.0,2,4,0.3333333333333333
0.4,2,5,0.5853658536585366
0.45,2,5,0.6829268292682927
0.5,2,5,0.7317073170731707
0.55,2,5,0.6666666666666666
0.6,2,5,0.7380952380952381
0.65,2,5,0.6585365853658537
0.7,2,5,0.5384615384615384
0.75,2,5,0.358974358974359
0.8,2,5,0.3076923076923077
0.85,2,5,0.2564102564102564
0.9,2,5,0.3076923076923077
0.95,2,5,0.1794871794871795
1.0,2,5,0.1794871794871795
0.4,2,6,0.6585365853658537
0.45,2,6,0.7073170731707317
0.5,2,6,0.6585365853658537
0.55,2,6,0.6190476190476191
0.6,2,6,0.6904761904761905
0.65,2,6,0.7142857142857143
0.7,2,6,0.5641025641025641
0.75,2,6,0.23076923076923078
0.8,2,6,0.3333333333333333
0.85,2,6,0.2564102564102564
0.9,2,6,0.358974358974359
0.95,2,6,0.3333333333333333
1.0,2,6,0.3076923076923077
0.4,2,7,0.6829268292682927
0.45,2,7,0.7317073170731707
0.5,2,7,0.7073170731707317
0.55,2,7,0.6428571428571429
0.6,2,7,0.6904761904761905
0.65,2,7,0.7142857142857143
0.7,2,7,0.425
0.75,2,7,0.35
0.8,2,7,0.3
0.85,2,7,0.4
0.9,2,7,0.35
0.95,2,7,0.175
1.0,2,7,0.2
0.4,2,8,0.6341463414634146
0.45,2,8,0.6341463414634146
0.5,2,8,0.7073170731707317
0.55,2,8,0.6190476190476191
0.6,2,8,0.6904761904761905
0.65,2,8,0.5952380952380952
0.7,2,8,0.575
0.75,2,8,0.35
0.8,2,8,0.35
0.85,2,8,0.325
0.9,2,8,0.45
0.95,2,8,0.3
1.0,2,8,0.275
0.4,2,9,0.6428571428571429
0.45,2,9,0.6666666666666666
0.5,2,9,0.7142857142857143
0.55,2,9,0.6744186046511628
0.6,2,9,0.6428571428571429
0.65,2,9,0.6190476190476191
0.7,2,9,0.45
0.75,2,9,0.3
0.8,2,9,0.325
0.85,2,9,0.35
0.9,2,9,0.25
0.95,2,9,0.325
1.0,2,9,0.275
0.4,2,10,0.6744186046511628
0.45,2,10,0.6511627906976745
0.5,2,10,0.6046511627906976
0.55,2,10,0.6744186046511628
0.6,2,10,0.7380952380952381
0.65,2,10,0.5238095238095238
0.7,2,10,0.5365853658536586
0.75,2,10,0.3902439024390244
0.8,2,10,0.4146341463414634
0.85,2,10,0.36585365853658536
0.9,2,10,0.4146341463414634
0.95,2,10,0.36585365853658536
1.0,2,10,0.2926829268292683
0.4,3,1,0.6222222222222222
0.45,3,1,0.6666666666666666
0.5,3,1,0.6590909090909091
0.55,3,1,0.6818181818181818
0.6,3,1,0.6744186046511628
0.65,3,1,0.7674418604651163
0.7,3,1,0.35714285714285715
0.75,3,1,0.38095238095238093
0.8,3,1,0.3333333333333333
0.85,3,1,0.3333333333333333
0.9,3,1,0.2857142857142857
0.95,3,1,0.2619047619047619
1.0,3,1,0.2857142857142857
0.4,3,2,0.6222222222222222
0.45,3,2,0.6444444444444445
0.5,3,2,0.6590909090909091
0.55,3,2,0.75
0.6,3,2,0.7441860465116279
0.65,3,2,0.7441860465116279
0.7,3,2,0.4883720930232558
0.75,3,2,0.3488372093023256
0.8,3,2,0.27906976744186046
0.85,3,2,0.3023255813953488
0.9,3,2,0.2619047619047619
0.95,3,2,0.2558139534883721
1.0,3,2,0.23809523809523808
0.4,3,3,0.6363636363636364
0.45,3,3,0.6818181818181818
0.5,3,3,0.6136363636363636
0.55,3,3,0.7674418604651163
0.6,3,3,0.6511627906976745
0.65,3,3,0.7441860465116279
0.7,3,3,0.37209302325581395
0.75,3,3,0.2558139534883721
0.8,3,3,0.2857142857142857
0.85,3,3,0.23255813953488372
0.9,3,3,0.23809523809523808
0.95,3,3,0.23809523809523808
1.0,3,3,0.2857142857142857
0.4,3,4,0.6666666666666666
0.45,3,4,0.6666666666666666
0.5,3,4,0.6136363636363636
0.55,3,4,0.7272727272727273
0.6,3,4,0.627906976744186
0.65,3,4,0.5238095238095238
0.7,3,4,0.5
0.75,3,4,0.40476190476190477
0.8,3,4,0.2682926829268293
0.85,3,4,0.2857142857142857
0.9,3,4,0.3170731707317073
0.95,3,4,0.2926829268292683
1.0,3,4,0.24390243902439024
0.4,3,5,0.5777777777777777
0.45,3,5,0.6666666666666666
0.5,3,5,0.6818181818181818
0.55,3,5,0.6363636363636364
0.6,3,5,0.5581395348837209
0.65,3,5,0.627906976744186
0.7,3,5,0.4418604651162791
0.75,3,5,0.42857142857142855
0.8,3,5,0.3023255813953488
0.85,3,5,0.40476190476190477
0.9,3,5,0.27906976744186046
0.95,3,5,0.2619047619047619
1.0,3,5,0.23809523809523808
0.4,3,6,0.7111111111111111
0.45,3,6,0.7555555555555555
0.5,3,6,0.6818181818181818
0.55,3,6,0.7272727272727273
0.6,3,6,0.7906976744186046
0.65,3,6,0.7209302325581395
0.7,3,6,0.46511627906976744
0.75,3,6,0.2857142857142857
0.8,3,6,0.4186046511627907
0.85,3,6,0.38095238095238093
0.9,3,6,0.30952380952380953
0.95,3,6,0.3333333333333333
1.0,3,6,0.30952380952380953
0.4,3,7,0.6818181818181818
0.45,3,7,0.75
0.5,3,7,0.7441860465116279
0.55,3,7,0.7209302325581395
0.6,3,7,0.7209302325581395
0.65,3,7,0.6511627906976745
0.7,3,7,0.627906976744186
0.75,3,7,0.27906976744186046
0.8,3,7,0.2857142857142857
0.85,3,7,0.3333333333333333
0.9,3,7,0.19047619047619047
0.95,3,7,0.19047619047619047
1.0,3,7,0.2857142857142857
0.4,3,8,0.6222222222222222
0.45,3,8,0.6
0.5,3,8,0.7045454545454546
0.55,3,8,0.6363636363636364
0.6,3,8,0.6511627906976745
0.65,3,8,0.7441860465116279
0.7,3,8,0.4883720930232558
0.75,3,8,0.3023255813953488
0.8,3,8,0.30952380952380953
0.85,3,8,0.23809523809523808
0.9,3,8,0.2558139534883721
0.95,3,8,0.3333333333333333
1.0,3,8,0.23809523809523808
0.4,3,9,0.6666666666666666
0.45,3,9,0.6666666666666666
0.5,3,9,0.7111111111111111
0.55,3,9,0.6136363636363636
0.6,3,9,0.6511627906976745
0.65,3,9,0.627906976744186
0.7,3,9,0.4418604651162791
0.75,3,9,0.35714285714285715
0.8,3,9,0.23809523809523808
0.85,3,9,0.30952380952380953
0.9,3,9,0.3333333333333333
0.95,3,9,0.3333333333333333
1.0,3,9,0.2857142857142857
0.4,3,10,0.6222222222222222
0.45,3,10,0.6444444444444445
0.5,3,10,0.6363636363636364
0.55,3,10,0.6590909090909091
0.6,3,10,0.6511627906976745
0.65,3,10,0.7142857142857143
0.7,3,10,0.47619047619047616
0.75,3,10,0.4146341463414634
0.8,3,10,0.34146341463414637
0.85,3,10,0.36585365853658536
0.9,3,10,0.34146341463414637
0.95,3,10,0.2682926829268293
1.0,3,10,0.2682926829268293
0.4,4,1,0.5333333333333333
0.45,4,1,0.5555555555555556
0.5,4,1,0.6136363636363636
0.55,4,1,0.7045454545454546
0.6,4,1,0.627906976744186
0.65,4,1,0.5813953488372093
0.7,4,1,0.4186046511627907
0.75,4,1,0.4418604651162791
0.8,4,1,0.3333333333333333
0.85,4,1,0.32558139534883723
0.9,4,1,0.23255813953488372
0.95,4,1,0.35714285714285715
1.0,4,1,0.30952380952380953
0.4,4,2,0.6222222222222222
0.45,4,2,0.6666666666666666
0.5,4,2,0.75
0.55,4,2,0.6818181818181818
0.6,4,2,0.6744186046511628
0.65,4,2,0.6511627906976745
0.7,4,2,0.5581395348837209
0.75,4,2,0.35714285714285715
0.8,4,2,0.2857142857142857
0.85,4,2,0.2857142857142857
0.9,4,2,0.3023255813953488
0.95,4,2,0.2619047619047619
1.0,4,2,0.23255813953488372
0.4,4,3,0.5555555555555556
0.45,4,3,0.5777777777777777
0.5,4,3,0.7045454545454546
0.55,4,3,0.6590909090909091
0.6,4,3,0.6046511627906976
0.65,4,3,0.5348837209302325
0.7,4,3,0.5116279069767442
0.75,4,3,0.3488372093023256
0.8,4,3,0.20930232558139536
0.85,4,3,0.2857142857142857
0.9,4,3,0.3953488372093023
0.95,4,3,0.2619047619047619
1.0,4,3,0.3333333333333333
0.4,4,4,0.6444444444444445
0.45,4,4,0.7111111111111111
0.5,4,4,0.6818181818181818
0.55,4,4,0.7272727272727273
0.6,4,4,0.7209302325581395
0.65,4,4,0.7441860465116279
0.7,4,4,0.627906976744186
0.75,4,4,0.38095238095238093
0.8,4,4,0.2857142857142857
0.85,4,4,0.23255813953488372
0.9,4,4,0.3488372093023256
0.95,4,4,0.23809523809523808
1.0,4,4,0.23255813953488372
0.4,4,5,0.5333333333333333
0.45,4,5,0.4888888888888889
0.5,4,5,0.5681818181818182
0.55,4,5,0.6590909090909091
0.6,4,5,0.5581395348837209
0.65,4,5,0.7674418604651163
0.7,4,5,0.3953488372093023
0.75,4,5,0.30952380952380953
0.8,4,5,0.38095238095238093
0.85,4,5,0.21428571428571427
0.9,4,5,0.38095238095238093
0.95,4,5,0.20930232558139536
1.0,4,5,0.18604651162790697
0.4,4,6,0.6666666666666666
0.45,4,6,0.7333333333333333
0.5,4,6,0.75
0.55,4,6,0.7954545454545454
0.6,4,6,0.7209302325581395
0.65,4,6,0.7441860465116279
0.7,4,6,0.5348837209302325
0.75,4,6,0.35714285714285715
0.8,4,6,0.42857142857142855
0.85,4,6,0.23255813953488372
0.9,4,6,0.37209302325581395
0.95,4,6,0.2619047619047619
1.0,4,6,0.23809523809523808
0.4,4,7,0.6
0.45,4,7,0.6
0.5,4,7,0.5909090909090909
0.55,4,7,0.6136363636363636
0.6,4,7,0.6511627906976745
0.65,4,7,0.6046511627906976
0.7,4,7,0.5348837209302325
0.75,4,7,0.38095238095238093
0.8,4,7,0.38095238095238093
0.85,4,7,0.35714285714285715
0.9,4,7,0.2558139534883721
0.95,4,7,0.2857142857142857
1.0,4,7,0.2857142857142857
0.4,4,8,0.6444444444444445
0.45,4,8,0.6444444444444445
0.5,4,8,0.6818181818181818
0.55,4,8,0.7045454545454546
0.6,4,8,0.7906976744186046
0.65,4,8,0.6666666666666666
0.7,4,8,0.5952380952380952
0.75,4,8,0.2926829268292683
0.8,4,8,0.24390243902439024
0.85,4,8,0.16666666666666666
0.9,4,8,0.2619047619047619
0.95,4,8,0.21951219512195122
1.0,4,8,0.2682926829268293
0.4,4,9,0.6
0.45,4,9,0.6222222222222222
0.5,4,9,0.6
0.55,4,9,0.6818181818181818
0.6,4,9,0.6511627906976745
0.65,4,9,0.6511627906976745
0.7,4,9,0.6046511627906976
0.75,4,9,0.40476190476190477
0.8,4,9,0.42857142857142855
0.85,4,9,0.32558139534883723
0.9,4,9,0.42857142857142855
0.95,4,9,0.3333333333333333
1.0,4,9,0.2619047619047619
0.4,4,10,0.6
0.45,4,10,0.6
0.5,4,10,0.5909090909090909
0.55,4,10,0.6818181818181818
0.6,4,10,0.627906976744186
0.65,4,10,0.7209302325581395
0.7,4,10,0.627906976744186
0.75,4,10,0.3953488372093023
0.8,4,10,0.32558139534883723
0.85,4,10,0.38095238095238093
0.9,4,10,0.3953488372093023
0.95,4,10,0.3333333333333333
1.0,4,10,0.2857142857142857
0.4,5,1,0.5555555555555556
0.45,5,1,0.5555555555555556
0.5,5,1,0.6590909090909091
0.55,5,1,0.6136363636363636
0.6,5,1,0.6046511627906976
0.65,5,1,0.46511627906976744
0.7,5,1,0.5813953488372093
0.75,5,1,0.38095238095238093
0.8,5,1,0.3333333333333333
0.85,5,1,0.32558139534883723
0.9,5,1,0.30952380952380953
0.95,5,1,0.3023255813953488
1.0,5,1,0.2857142857142857
0.4,5,2,0.6444444444444445
0.45,5,2,0.6444444444444445
0.5,5,2,0.6818181818181818
0.55,5,2,0.7272727272727273
0.6,5,2,0.6976744186046512
0.65,5,2,0.6046511627906976
0.7,5,2,0.5813953488372093
0.75,5,2,0.30952380952380953
0.8,5,2,0.2619047619047619
0.85,5,2,0.2558139534883721
0.9,5,2,0.23809523809523808
0.95,5,2,0.35714285714285715
1.0,5,2,0.21428571428571427
0.4,5,3,0.6
0.45,5,3,0.6444444444444445
0.5,5,3,0.5909090909090909
0.55,5,3,0.6590909090909091
0.6,5,3,0.6976744186046512
0.65,5,3,0.6976744186046512
0.7,5,3,0.5813953488372093
0.75,5,3,0.35714285714285715
0.8,5,3,0.32558139534883723
0.85,5,3,0.30952380952380953
0.9,5,3,0.3023255813953488
0.95,5,3,0.21428571428571427
1.0,5,3,0.2558139534883721
0.4,5,4,0.7111111111111111
0.45,5,4,0.6444444444444445
0.5,5,4,0.7333333333333333
0.55,5,4,0.7272727272727273
0.6,5,4,0.7906976744186046
0.65,5,4,0.6666666666666666
0.7,5,4,0.5238095238095238
0.75,5,4,0.34146341463414637
0.8,5,4,0.24390243902439024
0.85,5,4,0.21428571428571427
0.9,5,4,0.24390243902439024
0.95,5,4,0.2619047619047619
1.0,5,4,0.2682926829268293
0.4,5,5,0.6444444444444445
0.45,5,5,0.6888888888888889
0.5,5,5,0.7045454545454546
0.55,5,5,0.7272727272727273
0.6,5,5,0.6976744186046512
0.65,5,5,0.7441860465116279
0.7,5,5,0.4418604651162791
0.75,5,5,0.2558139534883721
0.8,5,5,0.30952380952380953
0.85,5,5,0.14285714285714285
0.9,5,5,0.16666666666666666
0.95,5,5,0.14285714285714285
1.0,5,5,0.23809523809523808
0.4,5,6,0.6666666666666666
0.45,5,6,0.6444444444444445
0.5,5,6,0.7272727272727273
0.55,5,6,0.7272727272727273
0.6,5,6,0.7209302325581395
0.65,5,6,0.7209302325581395
0.7,5,6,0.4883720930232558
0.75,5,6,0.2619047619047619
0.8,5,6,0.3333333333333333
0.85,5,6,0.21428571428571427
0.9,5,6,0.3023255813953488
0.95,5,6,0.2857142857142857
1.0,5,6,0.23809523809523808
0.4,5,7,0.7333333333333333
0.45,5,7,0.6666666666666666
0.5,5,7,0.6888888888888889
0.55,5,7,0.5909090909090909
0.6,5,7,0.6976744186046512
0.65,5,7,0.5581395348837209
0.7,5,7,0.46511627906976744
0.75,5,7,0.32558139534883723
0.8,5,7,0.35714285714285715
0.85,5,7,0.30952380952380953
0.9,5,7,0.37209302325581395
0.95,5,7,0.3333333333333333
1.0,5,7,0.3023255813953488
0.4,5,8,0.6666666666666666
0.45,5,8,0.6888888888888889
0.5,5,8,0.7045454545454546
0.55,5,8,0.7954545454545454
0.6,5,8,0.7674418604651163
0.65,5,8,0.7441860465116279
0.7,5,8,0.4186046511627907
0.75,5,8,0.3333333333333333
0.8,5,8,0.2857142857142857
0.85,5,8,0.23809523809523808
0.9,5,8,0.19047619047619047
0.95,5,8,0.11904761904761904
1.0,5,8,0.14285714285714285
0.4,5,9,0.6888888888888889
0.45,5,9,0.6888888888888889
0.5,5,9,0.7272727272727273
0.55,5,9,0.6818181818181818
0.6,5,9,0.7674418604651163
0.65,5,9,0.6511627906976745
0.7,5,9,0.5348837209302325
0.75,5,9,0.3023255813953488
0.8,5,9,0.2857142857142857
0.85,5,9,0.40476190476190477
0.9,5,9,0.2619047619047619
0.95,5,9,0.2857142857142857
1.0,5,9,0.21428571428571427
0.4,5,10,0.7333333333333333
0.45,5,10,0.7333333333333333
0.5,5,10,0.7272727272727273
0.55,5,10,0.75
0.6,5,10,0.7209302325581395
0.65,5,10,0.5581395348837209
0.7,5,10,0.627906976744186
0.75,5,10,0.35714285714285715
0.8,5,10,0.32558139534883723
0.85,5,10,0.2558139534883721
0.9,5,10,0.3333333333333333
0.95,5,10,0.23809523809523808
1.0,5,10,0.3023255813953488
0.4,6,1,0.6666666666666666
0.45,6,1,0.6444444444444445
0.5,6,1,0.7045454545454546
0.55,6,1,0.6818181818181818
0.6,6,1,0.7441860465116279
0.65,6,1,0.5813953488372093
0.7,6,1,0.3488372093023256
0.75,6,1,0.38095238095238093
0.8,6,1,0.35714285714285715
0.85,6,1,0.2857142857142857
0.9,6,1,0.2619047619047619
0.95,6,1,0.21428571428571427
1.0,6,1,0.2558139534883721
0.4,6,2,0.7111111111111111
0.45,6,2,0.6666666666666666
0.5,6,2,0.7045454545454546
0.55,6,2,0.7111111111111111
0.6,6,2,0.75
0.65,6,2,0.6818181818181818
0.7,6,2,0.6136363636363636
0.75,6,2,0.3023255813953488
0.8,6,2,0.20930232558139536
0.85,6,2,0.3023255813953488
0.9,6,2,0.2558139534883721
0.95,6,2,0.20930232558139536
1.0,6,2,0.2558139534883721
0.4,6,3,0.6444444444444445
0.45,6,3,0.6222222222222222
0.5,6,3,0.6363636363636364
0.55,6,3,0.7111111111111111
0.6,6,3,0.6590909090909091
0.65,6,3,0.7272727272727273
0.7,6,3,0.4772727272727273
0.75,6,3,0.3023255813953488
0.8,6,3,0.20930232558139536
0.85,6,3,0.2727272727272727
0.9,6,3,0.2558139534883721
0.95,6,3,0.16279069767441862
1.0,6,3,0.20930232558139536
0.4,6,4,0.6136363636363636
0.45,6,4,0.6136363636363636
0.5,6,4,0.5909090909090909
0.55,6,4,0.7555555555555555
0.6,6,4,0.7272727272727273
0.65,6,4,0.6590909090909091
0.7,6,4,0.4772727272727273
0.75,6,4,0.3488372093023256
0.8,6,4,0.37209302325581395
0.85,6,4,0.2558139534883721
0.9,6,4,0.22727272727272727
0.95,6,4,0.2558139534883721
1.0,6,4,0.27906976744186046
0.4,6,5,0.6590909090909091
0.45,6,5,0.6818181818181818
0.5,6,5,0.7209302325581395
0.55,6,5,0.7777777777777778
0.6,6,5,0.7954545454545454
0.65,6,5,0.6744186046511628
0.7,6,5,0.5813953488372093
0.75,6,5,0.3488372093023256
0.8,6,5,0.30952380952380953
0.85,6,5,0.23809523809523808
0.9,6,5,0.3333333333333333
0.95,6,5,0.21428571428571427
1.0,6,5,0.23809523809523808
0.4,6,6,0.6666666666666666
0.45,6,6,0.7333333333333333
0.5,6,6,0.7045454545454546
0.55,6,6,0.7333333333333333
0.6,6,6,0.6363636363636364
0.65,6,6,0.6818181818181818
0.7,6,6,0.5454545454545454
0.75,6,6,0.3953488372093023
0.8,6,6,0.27906976744186046
0.85,6,6,0.23255813953488372
0.9,6,6,0.3181818181818182
0.95,6,6,0.23255813953488372
1.0,6,6,0.3023255813953488
0.4,6,7,0.5777777777777777
0.45,6,7,0.5555555555555556
0.5,6,7,0.6818181818181818
0.55,6,7,0.7111111111111111
0.6,6,7,0.7045454545454546
0.65,6,7,0.75
0.7,6,7,0.5227272727272727
0.75,6,7,0.38636363636363635
0.8,6,7,0.3181818181818182
0.85,6,7,0.2558139534883721
0.9,6,7,0.3023255813953488
0.95,6,7,0.22727272727272727
1.0,6,7,0.32558139534883723
0.4,6,8,0.5777777777777777
0.45,6,8,0.5777777777777777
0.5,6,8,0.6590909090909091
0.55,6,8,0.7333333333333333
0.6,6,8,0.6363636363636364
0.65,6,8,0.6136363636363636
0.7,6,8,0.5
0.75,6,8,0.45454545454545453
0.8,6,8,0.32558139534883723
0.85,6,8,0.2558139534883721
0.9,6,8,0.3023255813953488
0.95,6,8,0.20930232558139536
1.0,6,8,0.2558139534883721
0.4,6,9,0.5777777777777777
0.45,6,9,0.4666666666666667
0.5,6,9,0.5454545454545454
0.55,6,9,0.5555555555555556
0.6,6,9,0.6136363636363636
0.65,6,9,0.6363636363636364
0.7,6,9,0.4772727272727273
0.75,6,9,0.27906976744186046
0.8,6,9,0.3488372093023256
0.85,6,9,0.2727272727272727
0.9,6,9,0.25
0.95,6,9,0.3023255813953488
1.0,6,9,0.3023255813953488
0.4,6,10,0.7333333333333333
0.45,6,10,0.6888888888888889
0.5,6,10,0.6818181818181818
0.55,6,10,0.6666666666666666
0.6,6,10,0.75
0.65,6,10,0.7045454545454546
0.7,6,10,0.4772727272727273
0.75,6,10,0.3023255813953488
0.8,6,10,0.2558139534883721
0.85,6,10,0.32558139534883723
0.9,6,10,0.2727272727272727
0.95,6,10,0.29545454545454547
1.0,6,10,0.23255813953488372
0.4,7,1,0.6666666666666666
0.45,7,1,0.6222222222222222
0.5,7,1,0.6818181818181818
0.55,7,1,0.7555555555555555
0.6,7,1,0.6136363636363636
0.65,7,1,0.5909090909090909
0.7,7,1,0.5
0.75,7,1,0.27906976744186046
0.8,7,1,0.32558139534883723
0.85,7,1,0.2558139534883721
0.9,7,1,0.23255813953488372
0.95,7,1,0.32558139534883723
1.0,7,1,0.3023255813953488
0.4,7,2,0.6666666666666666
0.45,7,2,0.7555555555555555
0.5,7,2,0.7272727272727273
0.55,7,2,0.7333333333333333
0.6,7,2,0.6363636363636364
0.65,7,2,0.6363636363636364
0.7,7,2,0.45454545454545453
0.75,7,2,0.32558139534883723
0.8,7,2,0.4186046511627907
0.85,7,2,0.25
0.9,7,2,0.18604651162790697
0.95,7,2,0.22727272727272727
1.0,7,2,0.2558139534883721
0.4,7,3,0.7555555555555555
0.45,7,3,0.7111111111111111
0.5,7,3,0.7045454545454546
0.55,7,3,0.7111111111111111
0.6,7,3,0.7045454545454546
0.65,7,3,0.7045454545454546
0.7,7,3,0.4090909090909091
0.75,7,3,0.23255813953488372
0.8,7,3,0.27906976744186046
0.85,7,3,0.27906976744186046
0.9,7,3,0.3181818181818182
0.95,7,3,0.32558139534883723
1.0,7,3,0.23255813953488372
0.4,7,4,0.6444444444444445
0.45,7,4,0.6222222222222222
0.5,7,4,0.6818181818181818
0.55,7,4,0.6666666666666666
0.6,7,4,0.5681818181818182
0.65,7,4,0.7045454545454546
0.7,7,4,0.4318181818181818
0.75,7,4,0.36363636363636365
0.8,7,4,0.3409090909090909
0.85,7,4,0.3409090909090909
0.9,7,4,0.22727272727272727
0.95,7,4,0.27906976744186046
1.0,7,4,0.18604651162790697
0.4,7,5,0.6666666666666666
0.45,7,5,0.6666666666666666
0.5,7,5,0.7045454545454546
0.55,7,5,0.6888888888888889
0.6,7,5,0.7272727272727273
0.65,7,5,0.6744186046511628
0.7,7,5,0.5348837209302325
0.75,7,5,0.4186046511627907
